pak_offset	unc	path
116047650	3040	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/A2_HIVE_EGG_NEST_3.LAYOUT
116048928	87536	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/BRAZIER_01.DDS
116082993	2634	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/CRYSTAL CLUSTER.LAYOUT
116084114	349680	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_AIR_GUARDIAN_01.DDS
116215462	278	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_AIR_GUARDIAN_01.MATERIAL
116215619	86088	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_AIR_GUARDIAN_01.MESH
116245235	2850	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_AIR_GUARDIAN_01_COLLISION.MESH
116246119	1452	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_AIR_GUARDIAN_01_THUMBNAIL.JPG
116247579	349680	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_AIR_GUARDIAN_DAMAGED_01.DDS
116396001	294	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_AIR_GUARDIAN_DAMAGED_01.MATERIAL
116396163	104558	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_AIR_GUARDIAN_DAMAGED_01.MESH
116433556	1669	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_AIR_GUARDIAN_DAMAGED_01_THUMBNAIL.JPG
116435233	22000	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_BENCH_01.DDS
116443460	264	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_BENCH_01.MATERIAL
116443618	17333	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_BENCH_01.MESH
116449330	1218	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_BENCH_01_COLLISION.MESH
116449854	1729	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_BENCH_01_THUMBNAIL.JPG
116451591	87536	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_BRAZIER_01.DDS
116479977	226	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_BRAZIER_01.MATERIAL
116480120	24871	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_BRAZIER_01.MESH
116486997	226	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_BRAZIER_01_BROKEN.MATERIAL
116487140	6001	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_BRAZIER_01_BROKEN.MESH
116489095	1218	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_BRAZIER_01_BROKEN_COLLISION.MESH
116489566	2165	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_BRAZIER_01_BROKEN_THUMBNAIL.JPG
116491739	1422	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_BRAZIER_01_COLLISION.MESH
116492084	1721	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_BRAZIER_01_THUMBNAIL.JPG
116493813	87536	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_CASKET_01.DDS
116526854	266	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_CASKET_01.MATERIAL
116527011	26106	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_CASKET_01.MESH
116535056	1218	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_CASKET_01_COLLISION.MESH
116535601	1797	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_CASKET_01_THUMBNAIL.JPG
116537406	87536	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_CASKET_02.DDS
116569862	266	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_CASKET_02.MATERIAL
116570015	20394	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_CASKET_02.MESH
116576089	1739	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_CASKET_02_THUMBNAIL.JPG
116577836	22000	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_CHAIR_01.DDS
116587162	264	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_CHAIR_01.MATERIAL
116587319	15293	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_CHAIR_01.MESH
116592151	2442	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_CHAIR_01_COLLISION.MESH
116593150	1621	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_CHAIR_01_THUMBNAIL.JPG
116594779	258	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COFFIN_ROCK01.MATERIAL
116594933	34067	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COFFIN_ROCK01.MESH
116605936	637	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COFFIN_ROCK01_THUMBNAIL.JPG
116606581	349680	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COFFIN_ROCK_01.DDS
116707278	349680	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_01.DDS
116854693	578	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_01.MATERIAL
116854876	54276	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_01.MESH
116872813	6114	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_01_COLLISION.MESH
116874749	1478	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_01_THUMBNAIL.JPG
116876235	282	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_CHUNK_01.MATERIAL
116876394	22850	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_CHUNK_01.MESH
116884034	3054	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_CHUNK_01_COLLISION.MESH
116885178	1640	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_CHUNK_01_THUMBNAIL.JPG
116886826	349680	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_DAMAGED_01.DDS
117033366	578	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_DAMAGED_01.MATERIAL
117033549	41220	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_DAMAGED_01.MESH
117047345	4482	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_DAMAGED_01_COLLISION.MESH
117048919	1564	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_DAMAGED_01_THUMBNAIL.JPG
117050491	349680	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_DAMAGED_02.DDS
117167506	282	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_DAMAGED_02.MATERIAL
117167665	38660	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_DAMAGED_02.MESH
117180383	4482	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_DAMAGED_02_COLLISION.MESH
117181955	1497	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_DAMAGED_02_THUMBNAIL.JPG
117183460	282	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_DAMAGED_03.MATERIAL
117183619	13568	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_DAMAGED_03.MESH
117188470	4482	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_DAMAGED_03_COLLISION.MESH
117190047	1775	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_COLUMN_DAMAGED_03_THUMBNAIL.JPG
117191830	174928	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_01.DDS
117261351	247	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_01.MATERIAL
117261502	2443	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_01.MESH
117262149	1222	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_01_COLLISION.MESH
117262479	1855	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_01_THUMBNAIL.JPG
117264342	349680	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_02.DDS
117362358	337	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_02.MATERIAL
117362528	6319	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_02.MESH
117364158	3670	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_02_COLLISION.MESH
117365271	87536	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_02_GLOW.DDS
117373258	2216	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_02_THUMBNAIL.JPG
117375482	247	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_01.MATERIAL
117375633	7339	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_01.MESH
117378465	1222	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_01_COLLISION.MESH
117379008	1883	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_01_THUMBNAIL.JPG
117380899	247	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_02.MATERIAL
117381050	2749	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_02.MESH
117382115	1834	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_02_COLLISION.MESH
117382779	1987	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_02_THUMBNAIL.JPG
117384774	247	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_03.MATERIAL
117384925	1525	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_03.MESH
117385617	1222	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_03_COLLISION.MESH
117386169	1526	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_03_THUMBNAIL.JPG
117387703	247	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_04.MATERIAL
117387854	2443	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_04.MESH
117388888	1528	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_04_COLLISION.MESH
117389479	1666	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_04_THUMBNAIL.JPG
117391153	247	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_05.MATERIAL
117391304	1219	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_05.MESH
117391970	1222	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_05_COLLISION.MESH
117392388	1754	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_DIAS_DAMAGED_05_THUMBNAIL.JPG
117394150	1398256	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_ENTRANCE_01.DDS
117752861	349680	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_FIRE_GUARDIAN_01.DDS
117863147	280	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_FIRE_GUARDIAN_01.MATERIAL
117863305	76909	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_FIRE_GUARDIAN_01.MESH
117886813	4482	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_FIRE_GUARDIAN_01_COLLISION.MESH
117888143	1551	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_FIRE_GUARDIAN_01_THUMBNAIL.JPG
117889702	349680	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_FIRE_GUARDIAN_DAMAGED_01.DDS
118026400	296	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_FIRE_GUARDIAN_DAMAGED_01.MATERIAL
118026563	97419	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_FIRE_GUARDIAN_DAMAGED_01.MESH
118056985	1663	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_FIRE_GUARDIAN_DAMAGED_01_THUMBNAIL.JPG
118058656	349680	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_GOLD_PILE_01.DDS
118187907	312	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_GOLD_PILE_01.MATERIAL
118188086	4077	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_GOLD_PILE_01.MESH
118189326	4788	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_GOLD_PILE_01_COLLISION.MESH
118190707	1724	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_GOLD_PILE_01_THUMBNAIL.JPG
118192439	312	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_GOLD_PILE_02.MATERIAL
118192618	4077	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_GOLD_PILE_02.MESH
118193933	4788	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_GOLD_PILE_02_COLLISION.MESH
118195414	1595	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_GOLD_PILE_02_THUMBNAIL.JPG
118197017	312	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_GOLD_PILE_03.MATERIAL
118197196	7953	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_GOLD_PILE_03.MESH
118199072	7950	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_GOLD_PILE_03_COLLISION.MESH
118200961	2100	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_GOLD_PILE_03_THUMBNAIL.JPG
118203069	620	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_MANTICORE_ENTRANCE_01.MATERIAL
118203284	163131	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_MANTICORE_ENTRANCE_01.MESH
118254056	4204	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_MANTICORE_ENTRANCE_01_COLLISION.MESH
118255502	846	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_MANTICORE_ENTRANCE_01_THUMBNAIL.JPG
118256356	242	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_MANTICORE_PERCH_01.MATERIAL
118256505	22227	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_MANTICORE_PERCH_01.MESH
118263947	2442	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_MANTICORE_PERCH_01_COLLISION.MESH
118264970	586	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_MANTICORE_PERCH_01_THUMBNAIL.JPG
118265564	242	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_MANTICORE_ROCK_01.MATERIAL
118265713	14067	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_MANTICORE_ROCK_01.MESH
118269870	2442	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_MANTICORE_ROCK_01_COLLISION.MESH
118270893	577	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_MANTICORE_ROCK_01_THUMBNAIL.JPG
118271478	14067	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_MANTICORE_ROCK_02.MESH
118275648	2442	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_MANTICORE_ROCK_02_COLLISION.MESH
118276675	14719	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_MANTICORE_ROCK_03.MESH
118280854	2442	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_MANTICORE_ROCK_03_COLLISION.MESH
118281878	349680	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_01.DDS
118411132	266	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_01.MATERIAL
118411286	6624	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_01.MESH
118413716	1182	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_01_THUMBNAIL.JPG
118414906	266	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_02.MATERIAL
118415060	7746	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_02.MESH
118417764	2238	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_02_COLLISION.MESH
118418472	1696	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_02_THUMBNAIL.JPG
118420176	266	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_03.MATERIAL
118420330	9072	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_03.MESH
118423520	2238	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_03_COLLISION.MESH
118424220	1565	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_03_THUMBNAIL.JPG
118425793	266	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_04.MATERIAL
118425947	7236	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_04.MESH
118428510	1830	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_04_COLLISION.MESH
118429119	1748	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_04_THUMBNAIL.JPG
118430875	266	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_05.MATERIAL
118431029	5706	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_05.MESH
118433088	1830	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_05_COLLISION.MESH
118433656	1366	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_05_THUMBNAIL.JPG
118435030	578	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_LARGE_01.MATERIAL
118435213	7175	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_LARGE_01.MESH
118437888	2238	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_LARGE_01_COLLISION.MESH
118438557	1923	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_LARGE_01_THUMBNAIL.JPG
118440488	578	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_LARGE_02.MATERIAL
118440671	9215	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_LARGE_02.MESH
118443926	1830	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_LARGE_02_COLLISION.MESH
118444503	1479	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_LARGE_02_THUMBNAIL.JPG
118445990	578	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_LARGE_03.MATERIAL
118446173	6767	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_LARGE_03.MESH
118448570	1422	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_LARGE_03_COLLISION.MESH
118449046	1868	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_LARGE_03_THUMBNAIL.JPG
118450922	578	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_LARGE_04.MATERIAL
118451105	5747	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_LARGE_04.MESH
118453285	1422	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_LARGE_04_COLLISION.MESH
118453715	1775	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_RUBBLE_LARGE_04_THUMBNAIL.JPG
118455498	87536	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_STONE_LAMP_01.DDS
118474802	256	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_STONE_LAMP_01.MATERIAL
118474954	14074	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_STONE_LAMP_01.MESH
118479899	256	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_STONE_LAMP_01_BROKEN_01.MATERIAL
118480051	6016	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_STONE_LAMP_01_BROKEN_01.MESH
118482564	1218	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_STONE_LAMP_01_BROKEN_01_COLLISION.MESH
118483118	1743	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_STONE_LAMP_01_BROKEN_01_THUMBNAIL.JPG
118484869	256	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_STONE_LAMP_01_BROKEN_02.MATERIAL
118485021	4180	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_STONE_LAMP_01_BROKEN_02.MESH
118486727	1880	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_STONE_LAMP_01_BROKEN_02_THUMBNAIL.JPG
118488615	414	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_STONE_LAMP_01_BROKEN_COLLISION01.MATERIAL
118488789	1218	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_STONE_LAMP_01_BROKEN_COLLISION01.MESH
118489343	1512	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_STONE_LAMP_01_BROKEN_COLLISION01_THUMBNAIL.JPG
118490863	1422	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_STONE_LAMP_01_COLLISION.MESH
118491490	1723	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_STONE_LAMP_01_THUMBNAIL.JPG
118493221	87536	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_TABLE_01.DDS
118523739	264	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_TABLE_01.MATERIAL
118523892	20733	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_TABLE_01.MESH
118530762	1218	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_TABLE_01_COLLISION.MESH
118531284	1644	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_TABLE_01_THUMBNAIL.JPG
118532936	87536	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_TABLE_02.DDS
118564280	264	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_TABLE_02.MATERIAL
118564432	18557	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_TABLE_02.MESH
118571144	1218	MEDIA/LEVELSETS/PROPS/DESERT_CAVE_PROPS/DESERT_CAVE_TABLE_02_COLLISION.MESH
